smiles
NC1=NC2=C(C=CC=C2)N=N1
CCC1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=N1
CN(C)CC1=CNC2=CC=C(C=C12)[N+]([O-])=O
NC(=N)SCCN1C(=O)C2=CC=CC=C2C1=O
COC(=O)NCC1=NC2=CC(Cl)=C(Cl)C=C2N1
COC(=O)NCC1=NC2=CC(C)=C(C)C=C2N1
NNC(=O)CCCCCCCCC=C
COC(=O)NC1=NC2=CC(C)=C(C)C=C2N1CC(O)C(O)C(O)CO
CSC(=S)N\N=C/C1=C(Cl)C=C(Cl)C=C1
[O-][N+](=O)C1=CC=C(S1)\C=N\NC(=O)C1=CC=CO1
[O-][N+](=O)C1=CC=C(S1)\C=N\NC(=O)C1=NC=CC=C1
[O-][N+](=O)C1=CC=C(C=C1)N1CCNC1=O
OC(C(=O)NC1=CC(Cl)=CC=C1O)C1=CC=CC=C1
OC(C(=O)NC1=CC(=CC=C1O)[N+]([O-])=O)C1=CC=CC=C1
NNC(=O)CC1CC2CCC1C2
CC(=O)NC1=NN=C(S1)\C=C\C1=CC=C(O1)[N+]([O-])=O
NC1=CC=C(C=C1)C(=O)OCC1CC2CC1C=C2
COC1=CC=C(C=C1)C(O)OC1CC2CC1C=C2
[O-][N+](=O)C1=CN=C(C=C1)N1CCNC1=O
CC(=O)NC1=CC=CC(NC(C)=O)=N1
CC1=C(Cl)C=C(C=C1)N1CCNCC1
CC(=O)N\N=C\C1=C(C=CC=C1)[N+]([O-])=O
CCN(CC)C(=O)N1CCN(CC1)C1=CC=CC(Cl)=C1
CCNC(=O)N1CCN(CC1)C1=CC=C(Cl)C=C1
CC(S)CN
O=C(NC1=NC=NC2=C1NC=N2)C1=CC=CC=C1
CCOC(=O)C1=CC=C(C=C1)N(CCO)CCO
ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
O=C1CCC2=C1NC1=CC=CC=C21
CCOC(=O)CN1C2=CC=CC=C2C2=C1C=CC=C2
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(N)=O
O\C(=C\C(=O)C1=CC=C(Br)C=C1)C1=CC=C(Br)C=C1
OC1=CC=C(C=C1)C(=O)\C=C\C1=CC=CC=C1
CC(N)CSCC1=CC=CC=C1
CCN(CC)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1
O\N=C\C1=CC=CC=C1O
CN(C)CC1=CNC2=C(C=CC=C12)[N+]([O-])=O
O=C1CCC\C1=N/NC1=CC=CC=C1
COC(=O)C1CCC(=O)C(C1)C(=O)OC
O=C(CCCCC(=O)C1=CC=CC=C1)C1=CC=CC=C1
OC(=O)C(CSC(=O)C1=CC=CC=C1)NC(=O)C1=CC=CC=C1
COC(OC)C1CCC2=C(C1)C(NC(C)=O)=NC(NC(C)=O)=N2
ClC1=CC=C(NC(=O)C2CCC3=C(C2)C(Cl)=NC(Cl)=N3)C=C1
NC(CC1=CC=CC=C1)C(=O)NC1=CC=CC(=C1)[N+]([O-])=O
OC(=O)C1=C(O)C=C(NC(=O)C(Cl)C2=CC=CC=C2)C=C1
NC1=NC2=C(CC(CC2)C(=O)NC2=CC=C(Cl)C=C2)C(O)=N1
CCOC(=O)C(=O)NC1=CC=C(C=C1)C(C)=O
OCCN(CCO)CC1=CC=CC(OCC(=O)NC2=CC=CC(=C2)[N+]([O-])=O)=C1
CO[C@H]1O[C@@H]2COC(O[C@H]2[C@@H](SCC2=CC=CC=C2)[C@@H]1NC(C)=O)C1=CC=CC=C1
COC1OC2COC(OC2C(NC(=S)SCC2=CC=CC=C2)C1O)C1=CC=CC=C1
COC(=O)C1=C(OCC2=CC=CC=C2)C(OCC2=CC=CC=C2)=C(O1)C(=O)OC
COC(=O)NCCCCCCCCNC(=O)OC
COC(=O)CCCCCCCCC(=O)C1=CC=CS1
CC1=CC(CCNC=O)=C(C)C=C1
NC1=CC=CC=C1SCC1=CC=CC=C1
OC1=NC2=C(C=C(Cl)C=C2)N=N1
CCOC(=O)C1=CC=C(C=C1)N(CCC=C)S(=O)(=O)C1=CC=C(C)C=C1
[O-][N+](=O)C1=NN=C(S1)N1CCCC1
NC1=NN=C(S1)C1=CC=CC=C1
CC1=CC=C(C)C2=C1N(C=O)C1=C2C=CC=C1
CC1=C2N(CCO)C3=C(C=CC=C3)C2=C(C)C2=C1C=CN=C2
CC1=C2C=CN=CC2=C(C)C2=C1N(CCCl)C1=CC=CC=C21
CCOC(CNCC1=C(C)C2=C(NC3=CC=CC=C23)C(C)=C1)OCC
NC1=CC=CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O
OC(=O)C1=CC2=C3C=CC=CC3=NC=C2C2=CC=CC=C12
COC1=CC=C(C=C1)C(=O)OCCN(CCOC(=O)C1=CC=C(OC)C=C1)C1=CNC(=O)NC1=O
NC1=CC2=C3C=CC=CC3=NC=C2C2=CC=CC=C12
C1CCC(CC1)N\C(=N\C1CCCCC1)N1CCOCC1
CCCCCCCCCCCCSCC1=NC2=CC=CC=C2N1
N=C(NCCCCCCNC(=N)NC#N)NC#N
[O-][N+](=O)C1=CC=C2C3=CC=CC=C3N=C(C3=CC(=CC=C3)C3=CC=CC=C3)C2=C1
CC1(C)O[C@H]2O[C@H](C(O)CN)[C@H](OCC3=CC=CC=C3)[C@H]2O1
NC(=O)C1=CC=CC=C1O
CC1=C(C)C=C2NC(=O)CCC2=C1
CCOC(=O)C(CC1=CC(N)=CC=C1)(NC(C)=O)C(=O)OCC
COC(=O)CCC1=CC(NC(=O)OCC2=CC=CC=C2)=CC=C1
CO[C@H]1OC[C@H](O)[C@H](OC(=O)C2=CC=CC=C2)[C@H]1OC(=O)C1=CC=CC=C1
COC1OC2COC(OC2C(OC(=S)NC2=CC=CC=C2)C1O)C1=CC=CC=C1
CSC1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=C1C
NC(=O)C1=CN=CC(Br)=C1
CC1=CC=C(C=C1)S(=O)(=O)NC(CN)C(O)=O
OCCN1C(=O)C2=C(C=CC=C2)C1=O
CNC(C1=NC2=C(N1)C=CC=C2)C1=CC=CC=C1
SC(C1=NC2=C(N1)C=CC(Cl)=C2)C1=CC=CC=C1
COC(C1=NC2=C(N1)C=CC(Cl)=C2)C1=CC=CC=C1
CC(=O)NC(C1=NC2=C(N1)C=CC=C2)C1=CC=CC=C1
COC(C1=NC2=C(N1)C=CC(C)=C2)C1=CC=CC=C1
OC(C1=NC2=CC=CC=C2S1)C1=CC=CC=C1
